sen,label_decode,label,raw_sen,length
"['2', '0', '0', '3', '年', '1', '0', '月', '担', '任', '联', '合', '金', '刚', '石', '株', '式', '会', '社', '董', '事', '锯', '片', '部', '部', '长', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 5]",2003年10月担任联合金刚石株式会社董事锯片部部长；,27
"['2', '0', '0', '7', '年', '1', '月', '担', '任', '联', '合', '金', '刚', '石', '株', '式', '会', '社', '常', '务', '董', '事', '兼', '播', '磨', '制', '作', '所', '业', '务', '部', '部', '长', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",2007年1月担任联合金刚石株式会社常务董事兼播磨制作所业务部部长；,34
"['2', '0', '0', '9', '年', '1', '月', '至', '今', '任', '日', '本', '联', '合', '材', '料', '公', '司', '常', '务', '董', '事', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2009年1月至今任日本联合材料公司常务董事；,23
"['2', '0', '1', '1', '年', '4', '月', '至', '今', '，', '任', '河', '南', '黄', '河', '旋', '风', '股', '份', '有', '限', '公', '司', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",2011年4月至今，任河南黄河旋风股份有限公司董事。,26
"['孙', '降', '龙', '：', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",孙降龙：男，,6
"['1', '9', '6', '8', '年', '8', '月', '出', '生', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1968年8月出生，,10
"['1', '9', '9', '2', '年', '毕', '业', '于', '河', '南', '农', '业', '大', '学', '能', '源', '工', '程', '专', '业', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 16, 17, 17, 17, 17, 17, 5, 5]",1992年毕业于河南农业大学能源工程专业。,21
"['现', '任', '河', '南', '豫', '光', '金', '铅', '集', '团', '有', '限', '责', '任', '公', '司', '企', '业', '管', '理', '处', '处', '长', '、', '河', '南', '豫', '光', '金', '铅', '股', '份', '有', '限', '公', '司', '监', '事', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",现任河南豫光金铅集团有限责任公司企业管理处处长、河南豫光金铅股份有限公司监事。,39
"['王', '方', '明', '先', '生', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",王方明先生，,6
"['1', '9', '5', '8', '年', '出', '生', '，', '研', '究', '生', '学', '历', '，', '高', '级', '经', '济', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5]",1958年出生，研究生学历，高级经济师。,20
"['现', '任', '马', '应', '龙', '药', '业', '集', '团', '股', '份', '有', '限', '公', '司', '监', '事', '、', '工', '会', '主', '席', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 10, 11, 11, 11, 5, 5]",现任马应龙药业集团股份有限公司监事、工会主席。,23
"['曾', '任', '马', '应', '龙', '药', '业', '集', '团', '股', '份', '有', '限', '公', '司', '办', '公', '室', '主', '任', '、', '行', '政', '事', '务', '部', '部', '长', '、', '纪', '委', '书', '记', '、', '党', '委', '书', '记', '、', '监', '事', '会', '主', '席', '等', '职', '务', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 5, 10, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5, 5, 5, 5]",曾任马应龙药业集团股份有限公司办公室主任、行政事务部部长、纪委书记、党委书记、监事会主席等职务。,48
"['李', '秦', '生', '：', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",李秦生：男，,6
"['1', '9', '4', '5', '年', '1', '1', '月', '生', '，', '中', '国', '国', '籍', '，', '无', '境', '外', '居', '留', '权', '，', '大', '专', '学', '历', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 5]",1945年11月生，中国国籍，无境外居留权，大专学历。,27
"['历', '任', '四', '川', '省', '交', '通', '厅', '汽', '车', '修', '理', '厂', '生', '产', '调', '度', '员', '、', '成', '都', '市', '第', '一', '技', '工', '学', '校', '实', '习', '厂', '厂', '长', '、', '总', '务', '行', '政', '处', '主', '任', '、', '副', '校', '长', '，']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 5, 5]",历任四川省交通厅汽车修理厂生产调度员、成都市第一技工学校实习厂厂长、总务行政处主任、副校长，,46
"['1', '9', '9', '4', '年', '开', '始', '任', '四', '川', '国', '栋', '建', '设', '股', '份', '有', '限', '公', '司', '副', '董', '事', '长', '兼', '副', '总', '经', '理', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 10, 11, 11, 11, 5, 5]",1994年开始任四川国栋建设股份有限公司副董事长兼副总经理，,30
"['1', '9', '9', '9', '年', '至', '2', '0', '0', '5', '年', '5', '月', '任', '公', '司', '第', '三', '、', '第', '四', '、', '第', '五', '届', '董', '事', '会', '副', '董', '事', '长', '、', '总', '经', '理', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 5, 5]",1999年至2005年5月任公司第三、第四、第五届董事会副董事长、总经理，,37
"['2', '0', '0', '5', '年', '5', '月', '起', '2', '0', '1', '4', '年', '4', '月', '任', '四', '川', '国', '栋', '建', '设', '股', '份', '有', '限', '公', '司', '第', '六', '届', '、', '第', '七', '届', '董', '事', '会', '董', '事', '、', '公', '司', '副', '总', '经', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 10, 11, 11, 11, 5, 5]",2005年5月起2014年4月任四川国栋建设股份有限公司第六届、第七届董事会董事、公司副总经理。,48
"['陈', '建', '防', '先', '生', '：', '中', '国', '国', '籍', '，', '未', '拥', '有', '永', '久', '境', '外', '居', '留', '权', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",陈建防先生：中国国籍，未拥有永久境外居留权，,22
"['1', '9', '6', '4', '年', '1', '0', '月', '出', '生', '，', '中', '共', '党', '员', '，', '大', '专', '学', '历', '，', '高', '级', '经', '济', '师', '职', '称', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5, 5, 5]",1964年10月出生，中共党员，大专学历，高级经济师职称。,29
"['2', '0', '0', '4', '年', '至', '今', '在', '新', '疆', '西', '部', '牧', '业', '股', '份', '有', '限', '公', '司', '工', '作', '，', '现', '任', '新', '疆', '西', '部', '牧', '业', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2004年至今在新疆西部牧业股份有限公司工作，现任新疆西部牧业股份有限公司副总经理。,42
"['张', '建', '福', '先', '生', '：', '中', '国', '籍', '，', '汉', '族', '，', '生', '于', '1', '9', '6', '3', '年', '2', '月', '，', '中', '共', '党', '员', '，', '大', '专', '学', '历', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'O', 'B-RACE', 'I-RACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 5, 8, 9, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 12, 13, 13, 13, 5, 5]",张建福先生：中国籍，汉族，生于1963年2月，中共党员，大专学历。,33
"['1', '9', '8', '5', '年', '8', '月', '起', '先', '后', '担', '任', '宏', '达', '高', '科', '控', '股', '股', '份', '有', '限', '公', '司', '生', '产', '部', '经', '理', '、', '技', '术', '部', '经', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5]",1985年8月起先后担任宏达高科控股股份有限公司生产部经理、技术部经理。,36
"['2', '0', '0', '1', '年', '8', '月', '至', '2', '0', '0', '7', '年', '8', '月', '，', '任', '公', '司', '监', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 5, 5]",2001年8月至2007年8月，任公司监事。,22
"['2', '0', '0', '7', '年', '8', '月', '至', '2', '0', '1', '0', '年', '9', '月', '任', '宏', '达', '高', '科', '监', '事', '会', '主', '席', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",2007年8月至2010年9月任宏达高科监事会主席。,26
"['2', '0', '1', '3', '年', '8', '月', '起', '任', '宏', '达', '高', '科', '监', '事', '会', '主', '席', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",2013年8月起任宏达高科监事会主席。,19
"['现', '任', '宏', '达', '高', '科', '技', '术', '中', '心', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 5]",现任宏达高科技术中心经理。,13
"['张', '振', '东', '：', '男', '，', '中', '国', '国', '籍', '，', '无', '境', '外', '永', '久', '居', '留', '权', '，', '出', '生', '于', '1', '9', '6', '6', '年', '，', '本', '科', '学', '历', '，', '工', '程', '师', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 10, 11, 11, 5, 5]",张振东：男，中国国籍，无境外永久居留权，出生于1966年，本科学历，工程师。,38
"['现', '任', '聚', '龙', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '，', '曾', '任', '鞍', '山', '一', '工', '技', '术', '中', '心', '传', '动', '室', '副', '主', '任', '、', '聚', '龙', '有', '限', '捆', '扎', '事', '业', '部', '总', '经', '理', '兼', '综', '合', '办', '主', '任', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5]",现任聚龙股份有限公司副总经理，曾任鞍山一工技术中心传动室副主任、聚龙有限捆扎事业部总经理兼综合办主任。,51
"['裘', '伟', '强', '，', '男', '，', '汉', '族', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-RACE', 'I-RACE', 'O']","[5, 3, 4, 4, 5, 5, 5, 8, 9, 5, 5]",裘伟强，男，汉族，,9
"['1', '9', '6', '1', '年', '6', '月', '出', '生', '，', '中', '共', '党', '员', '，', '会', '计', '师', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 10, 11, 11, 5, 5]",1961年6月出生，中共党员，会计师，,19
"['1', '9', '8', '2', '年', '上', '海', '财', '经', '学', '院', '会', '计', '系', '毕', '业', '。']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5]",1982年上海财经学院会计系毕业。,17
"['曾', '担', '任', '上', '海', '农', '学', '院', '财', '务', '科', '科', '长', '、', '中', '国', '高', '科', '集', '团', '股', '份', '有', '限', '公', '司', '财', '务', '部', '经', '理', '、', '中', '纺', '投', '资', '发', '展', '股', '份', '有', '限', '公', '司', '财', '务', '负', '责', '人', '。']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 14, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",曾担任上海农学院财务科科长、中国高科集团股份有限公司财务部经理、中纺投资发展股份有限公司财务负责人。,50
"['现', '任', '上', '海', '大', '盛', '资', '产', '有', '限', '公', '司', '财', '务', '部', '总', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 5]",现任上海大盛资产有限公司财务部总经理。,19
"['彭', '少', '民', '先', '生', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",彭少民先生，,6
"['1', '9', '3', '8', '年', '生', '，', '本', '科', '学', '历', '，', '土', '木', '与', '建', '筑', '教', '授', '，', '国', '家', '一', '级', '结', '构', '注', '册', '工', '程', '师', '，', '武', '汉', '市', '第', '八', '届', '政', '协', '委', '员', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",1938年生，本科学历，土木与建筑教授，国家一级结构注册工程师，武汉市第八届政协委员。,43
